Customer ID,recency_days,frequency,monetary_ocv,R,F,M,rfm_score,rfm_segment
CID9538377,220,1,284.0,2,4,2,242,At Risk
CID9538426,142,1,0.0,3,4,1,341,Loyal
CID9538636,128,1,1238.0,3,4,4,344,Loyal
CID9538661,122,1,676.0,3,4,4,344,Loyal
CID9538694,118,1,0.0,3,4,1,341,Loyal
CID9538701,201,1,737.0,2,4,4,244,At Risk
CID9538719,56,1,246.0,4,4,2,442,Loyal
CID9538728,96,1,146.0,3,4,2,342,Loyal
CID9538811,351,1,1231.0,1,4,4,144,Lost
CID9538903,294,1,396.0,1,4,3,143,Lost
CID9538933,185,1,0.0,2,4,1,241,At Risk
CID9538954,265,1,816.0,2,4,4,244,At Risk
CID9539063,289,1,0.0,1,4,1,141,Lost
CID9539119,107,1,4109.0,3,4,4,344,Loyal
CID9539151,99,1,0.0,3,4,1,341,Loyal
CID9539158,124,1,251.0,3,4,2,342,Loyal
CID9539174,177,1,193.0,3,4,2,342,Loyal
CID9539349,331,1,644.0,1,4,4,144,Lost
CID9539368,156,1,742.0,3,4,4,344,Loyal
CID9539383,271,1,177.0,2,4,2,242,At Risk
CID9539395,221,2,383.0,2,4,3,243,At Risk
CID9539396,296,1,731.0,1,4,4,144,Lost
CID9539410,215,1,0.0,2,4,1,241,At Risk
CID9539482,75,1,1253.0,4,4,4,444,Champion
CID9539505,150,1,650.0,3,4,4,344,Loyal
CID9539629,238,1,968.0,2,4,4,244,At Risk
CID9539667,46,1,0.0,4,4,1,441,Loyal
CID9539735,102,1,0.0,3,4,1,341,Loyal
CID9539904,130,1,724.0,3,4,4,344,Loyal
CID9539906,131,1,0.0,3,4,1,341,Loyal
CID9539944,236,1,139.0,2,4,2,242,At Risk
CID9539974,35,1,126.0,4,4,2,442,Loyal
CID9539991,308,1,0.0,1,4,1,141,Lost
CID9540016,266,1,411.0,2,4,3,243,At Risk
CID9540073,266,1,857.0,2,4,4,244,At Risk
CID9540145,43,1,0.0,4,4,1,441,Loyal
CID9540154,86,1,161.0,4,4,2,442,Loyal
CID9540224,105,1,0.0,3,4,1,341,Loyal
CID9540238,182,1,895.0,3,4,4,344,Loyal
CID9540264,125,1,499.0,3,4,3,343,Loyal
CID9540348,219,1,599.0,2,4,4,244,At Risk
CID9540388,357,1,279.0,1,4,2,142,Lost
CID9540412,241,1,529.0,2,4,3,243,At Risk
CID9540547,324,1,582.0,1,4,4,144,Lost
CID9540785,265,1,287.0,2,4,2,242,At Risk
CID9540804,77,1,826.0,4,4,4,444,Champion
CID9540841,10,1,0.0,4,4,1,441,Loyal
CID9540890,113,1,991.0,3,4,4,344,Loyal
CID9541053,195,1,465.0,2,4,3,243,At Risk
CID9541069,172,1,391.0,3,4,3,343,Loyal
CID9541099,193,1,336.0,2,4,3,243,At Risk
CID9541438,195,1,376.0,2,4,3,243,At Risk
CID9541523,37,1,1373.0,4,4,4,444,Champion
CID9541569,176,1,316.0,3,4,3,343,Loyal
CID9541755,28,1,291.0,4,4,2,442,Loyal
CID9541774,323,1,196.0,1,4,2,142,Lost
CID9541938,194,1,425.0,2,4,3,243,At Risk
CID9542006,158,1,165.0,3,4,2,342,Loyal
CID9542014,291,1,0.0,1,4,1,141,Lost
CID9542048,300,1,327.0,1,4,3,143,Lost
CID9542132,262,1,246.0,2,4,2,242,At Risk
CID9542158,131,1,0.0,3,4,1,341,Loyal
CID9542196,36,1,0.0,4,4,1,441,Loyal
CID9542219,112,1,206.0,3,4,2,342,Loyal
CID9542313,199,1,0.0,2,4,1,241,At Risk
CID9542348,15,1,1417.0,4,4,4,444,Champion
CID9542352,36,1,1064.0,4,4,4,444,Champion
CID9542511,300,1,0.0,1,4,1,141,Lost
CID9542608,171,1,0.0,3,4,1,341,Loyal
CID9542687,209,1,0.0,2,4,1,241,At Risk
CID9542689,323,1,1561.0,1,4,4,144,Lost
CID9542840,231,1,380.0,2,4,3,243,At Risk
CID9542847,127,1,0.0,3,4,1,341,Loyal
CID9542868,151,1,737.0,3,4,4,344,Loyal
CID9542897,264,1,820.0,2,4,4,244,At Risk
CID9542911,314,1,0.0,1,4,1,141,Lost
CID9543024,102,1,348.0,3,4,3,343,Loyal
CID9543106,218,1,1143.0,2,4,4,244,At Risk
CID9543168,109,1,458.0,3,4,3,343,Loyal
CID9543252,334,1,0.0,1,4,1,141,Lost
CID9543319,29,1,0.0,4,4,1,441,Loyal
CID9543435,120,1,0.0,3,4,1,341,Loyal
CID9543448,317,1,779.0,1,4,4,144,Lost
CID9543493,194,1,417.0,2,4,3,243,At Risk
CID9543538,209,1,0.0,2,4,1,241,At Risk
CID9543592,317,1,313.0,1,4,3,143,Lost
CID9543635,309,1,0.0,1,4,1,141,Lost
CID9543695,235,1,489.0,2,4,3,243,At Risk
CID9543838,322,1,761.0,1,4,4,144,Lost
CID9543923,331,1,1435.0,1,4,4,144,Lost
CID9543936,291,1,818.0,1,4,4,144,Lost
CID9543947,293,1,415.0,1,4,3,143,Lost
CID9543955,194,1,798.0,2,4,4,244,At Risk
CID9544021,214,1,771.0,2,4,4,244,At Risk
CID9544029,252,1,241.0,2,4,2,242,At Risk
CID9544250,277,1,436.0,1,4,3,143,Lost
CID9544264,199,1,0.0,2,4,1,241,At Risk
CID9544292,230,1,471.0,2,4,3,243,At Risk
CID9544338,28,1,821.0,4,4,4,444,Champion
CID9544399,346,1,148.0,1,4,2,142,Lost
CID9544456,336,1,807.0,1,4,4,144,Lost
CID9544494,342,1,731.0,1,4,4,144,Lost
CID9544688,249,1,0.0,2,4,1,241,At Risk
CID9544730,263,1,470.0,2,4,3,243,At Risk
CID9544770,145,1,232.0,3,4,2,342,Loyal
CID9544830,11,1,57.0,4,4,2,442,Loyal
CID9544842,177,1,242.0,3,4,2,342,Loyal
CID9544898,248,1,967.0,2,4,4,244,At Risk
CID9544901,86,1,0.0,4,4,1,441,Loyal
CID9544957,192,1,0.0,2,4,1,241,At Risk
CID9545061,361,1,673.0,1,4,4,144,Lost
CID9545074,187,1,0.0,2,4,1,241,At Risk
CID9545118,266,1,0.0,2,4,1,241,At Risk
CID9545148,290,1,0.0,1,4,1,141,Lost
CID9545171,85,1,0.0,4,4,1,441,Loyal
CID9545317,107,1,2263.0,3,4,4,344,Loyal
CID9545339,185,1,207.0,2,4,2,242,At Risk
CID9545388,126,1,895.0,3,4,4,344,Loyal
CID9545402,20,1,651.0,4,4,4,444,Champion
CID9545406,158,1,804.0,3,4,4,344,Loyal
CID9545412,208,1,172.0,2,4,2,242,At Risk
CID9545414,17,1,0.0,4,4,1,441,Loyal
CID9545467,150,1,370.0,3,4,3,343,Loyal
CID9545672,91,1,196.0,3,4,2,342,Loyal
CID9545692,78,1,548.0,4,4,3,443,Loyal
CID9545867,9,1,686.0,4,4,4,444,Champion
CID9546000,301,1,278.0,1,4,2,142,Lost
CID9546111,291,1,0.0,1,4,1,141,Lost
CID9546143,201,1,0.0,2,4,1,241,At Risk
CID9546150,351,1,0.0,1,4,1,141,Lost
CID9546250,334,1,824.0,1,4,4,144,Lost
CID9546280,166,1,859.0,3,4,4,344,Loyal
CID9546286,354,1,105.0,1,4,2,142,Lost
CID9546287,86,1,911.0,4,4,4,444,Champion
CID9546332,85,1,0.0,4,4,1,441,Loyal
CID9546378,277,1,113.0,1,4,2,142,Lost
CID9546515,89,1,0.0,4,4,1,441,Loyal
CID9546547,354,1,0.0,1,4,1,141,Lost
CID9546571,321,1,0.0,1,4,1,141,Lost
CID9546641,338,1,484.0,1,4,3,143,Lost
CID9546793,96,1,338.0,3,4,3,343,Loyal
CID9546865,31,1,0.0,4,4,1,441,Loyal
CID9546902,228,1,0.0,2,4,1,241,At Risk
CID9546903,252,1,887.0,2,4,4,244,At Risk
CID9547088,52,1,0.0,4,4,1,441,Loyal
CID9547278,282,1,270.0,1,4,2,142,Lost
CID9547328,131,1,0.0,3,4,1,341,Loyal
CID9547341,88,1,358.0,4,4,3,443,Loyal
CID9547447,170,1,398.0,3,4,3,343,Loyal
CID9547448,53,1,261.0,4,4,2,442,Loyal
CID9547595,131,1,0.0,3,4,1,341,Loyal
CID9547679,319,1,369.0,1,4,3,143,Lost
CID9547704,159,1,290.0,3,4,2,342,Loyal
CID9547784,77,1,0.0,4,4,1,441,Loyal
CID9547853,320,1,389.0,1,4,3,143,Lost
CID9547897,339,1,0.0,1,4,1,141,Lost
CID9547950,93,1,232.0,3,4,2,342,Loyal
CID9548074,244,1,0.0,2,4,1,241,At Risk
CID9548127,238,1,968.0,2,4,4,244,At Risk
CID9548185,63,1,494.0,4,4,3,443,Loyal
CID9548224,358,1,426.0,1,4,3,143,Lost
CID9548253,271,1,867.0,2,4,4,244,At Risk
CID9548283,76,1,565.0,4,4,3,443,Loyal
CID9548361,354,1,320.0,1,4,3,143,Lost
CID9548376,15,1,0.0,4,4,1,441,Loyal
CID9548426,327,1,314.0,1,4,3,143,Lost
CID9548542,167,1,0.0,3,4,1,341,Loyal
CID9548672,98,1,312.0,3,4,3,343,Loyal
CID9548720,194,1,564.0,2,4,3,243,At Risk
CID9548792,29,1,0.0,4,4,1,441,Loyal
CID9548845,355,1,0.0,1,4,1,141,Lost
CID9549090,25,1,0.0,4,4,1,441,Loyal
CID9549101,278,1,0.0,1,4,1,141,Lost
CID9549141,40,1,0.0,4,4,1,441,Loyal
CID9549177,16,1,519.0,4,4,3,443,Loyal
CID9549281,77,2,668.0,4,4,4,444,Champion
CID9549288,56,1,164.0,4,4,2,442,Loyal
CID9549344,289,1,0.0,1,4,1,141,Lost
CID9549500,281,1,0.0,1,4,1,141,Lost
CID9549595,93,1,308.0,3,4,3,343,Loyal
CID9549700,19,1,115.0,4,4,2,442,Loyal
CID9549926,231,1,127.0,2,4,2,242,At Risk
CID9549983,118,1,65.0,3,4,2,342,Loyal
CID9550038,26,1,0.0,4,4,1,441,Loyal
CID9550093,279,1,231.0,1,4,2,142,Lost
CID9550123,99,1,0.0,3,4,1,341,Loyal
CID9550288,268,1,0.0,2,4,1,241,At Risk
CID9550516,296,1,699.0,1,4,4,144,Lost
CID9550575,60,1,569.0,4,4,3,443,Loyal
CID9550609,180,1,396.0,3,4,3,343,Loyal
CID9550645,114,1,1521.0,3,4,4,344,Loyal
CID9550740,70,1,178.0,4,4,2,442,Loyal
CID9550741,36,1,0.0,4,4,1,441,Loyal
CID9550792,56,1,0.0,4,4,1,441,Loyal
CID9550835,164,1,760.0,3,4,4,344,Loyal
CID9550911,66,1,0.0,4,4,1,441,Loyal
CID9550941,221,1,408.0,2,4,3,243,At Risk
CID9551034,28,1,0.0,4,4,1,441,Loyal
CID9551216,22,1,198.0,4,4,2,442,Loyal
CID9551217,103,1,547.0,3,4,3,343,Loyal
CID9551218,95,1,690.0,3,4,4,344,Loyal
CID9551230,146,1,72.0,3,4,2,342,Loyal
CID9551339,92,1,0.0,3,4,1,341,Loyal
CID9551341,318,1,748.0,1,4,4,144,Lost
CID9551356,157,1,131.0,3,4,2,342,Loyal
CID9551402,340,1,0.0,1,4,1,141,Lost
CID9551448,355,1,89.0,1,4,2,142,Lost
CID9551483,333,1,460.0,1,4,3,143,Lost
CID9551522,68,1,354.0,4,4,3,443,Loyal
CID9551524,252,1,465.0,2,4,3,243,At Risk
CID9551626,113,1,389.0,3,4,3,343,Loyal
CID9551888,6,1,0.0,4,4,1,441,Loyal
CID9551942,280,1,0.0,1,4,1,141,Lost
CID9551968,88,1,84.0,4,4,2,442,Loyal
CID9552023,6,1,53.0,4,4,2,442,Loyal
CID9552042,185,1,507.0,2,4,3,243,At Risk
CID9552177,77,1,289.0,4,4,2,442,Loyal
CID9552263,59,1,185.0,4,4,2,442,Loyal
CID9552284,75,1,0.0,4,4,1,441,Loyal
CID9552547,38,1,101.0,4,4,2,442,Loyal
CID9552553,299,2,1561.0,1,4,4,144,Lost
CID9552679,293,1,187.0,1,4,2,142,Lost
CID9552718,103,1,303.0,3,4,3,343,Loyal
CID9552720,86,1,1464.0,4,4,4,444,Champion
CID9552765,312,1,0.0,1,4,1,141,Lost
CID9552796,62,1,714.0,4,4,4,444,Champion
CID9552854,56,1,137.0,4,4,2,442,Loyal
CID9552922,126,1,232.0,3,4,2,342,Loyal
CID9552934,197,1,0.0,2,4,1,241,At Risk
CID9552936,142,1,0.0,3,4,1,341,Loyal
CID9553019,287,1,0.0,1,4,1,141,Lost
CID9553067,293,1,0.0,1,4,1,141,Lost
CID9553156,18,1,0.0,4,4,1,441,Loyal
CID9553275,57,1,0.0,4,4,1,441,Loyal
CID9553343,311,1,134.0,1,4,2,142,Lost
CID9553443,85,1,309.0,4,4,3,443,Loyal
CID9553520,62,1,0.0,4,4,1,441,Loyal
CID9553542,143,1,463.0,3,4,3,343,Loyal
CID9553702,95,1,859.0,3,4,4,344,Loyal
CID9553893,56,1,0.0,4,4,1,441,Loyal
CID9553906,115,1,838.0,3,4,4,344,Loyal
CID9553945,346,1,0.0,1,4,1,141,Lost
CID9553965,161,1,1672.0,3,4,4,344,Loyal
CID9554002,288,1,316.0,1,4,3,143,Lost
CID9554096,164,1,449.0,3,4,3,343,Loyal
CID9554167,178,1,0.0,3,4,1,341,Loyal
CID9554181,236,1,650.0,2,4,4,244,At Risk
CID9554196,32,1,107.0,4,4,2,442,Loyal
CID9554280,56,1,584.0,4,4,4,444,Champion
CID9554304,186,1,253.0,2,4,2,242,At Risk
CID9554344,341,1,0.0,1,4,1,141,Lost
CID9554372,340,1,0.0,1,4,1,141,Lost
CID9554426,30,1,956.0,4,4,4,444,Champion
CID9554475,138,1,387.0,3,4,3,343,Loyal
CID9554492,166,1,183.0,3,4,2,342,Loyal
CID9554512,358,1,0.0,1,4,1,141,Lost
CID9554522,301,1,262.0,1,4,2,142,Lost
CID9554533,238,1,157.0,2,4,2,242,At Risk
CID9554665,84,1,154.0,4,4,2,442,Loyal
CID9554731,328,1,0.0,1,4,1,141,Lost
CID9554774,273,1,593.0,2,4,4,244,At Risk
CID9554807,195,1,0.0,2,4,1,241,At Risk
CID9554819,100,1,955.0,3,4,4,344,Loyal
CID9554824,252,1,0.0,2,4,1,241,At Risk
CID9554907,265,1,757.0,2,4,4,244,At Risk
CID9554910,95,1,0.0,3,4,1,341,Loyal
CID9554920,182,1,0.0,3,4,1,341,Loyal
CID9554944,335,1,0.0,1,4,1,141,Lost
CID9554992,166,1,80.0,3,4,2,342,Loyal
CID9555025,308,1,0.0,1,4,1,141,Lost
CID9555043,191,1,0.0,2,4,1,241,At Risk
CID9555140,70,1,499.0,4,4,3,443,Loyal
CID9555224,185,1,804.0,2,4,4,244,At Risk
CID9555252,299,1,0.0,1,4,1,141,Lost
CID9555335,221,1,0.0,2,4,1,241,At Risk
CID9555446,363,1,351.0,1,4,3,143,Lost
CID9555476,239,1,442.0,2,4,3,243,At Risk
CID9555534,294,1,485.0,1,4,3,143,Lost
CID9555639,224,1,0.0,2,4,1,241,At Risk
CID9555645,113,1,0.0,3,4,1,341,Loyal
CID9555650,285,1,0.0,1,4,1,141,Lost
CID9555651,25,1,0.0,4,4,1,441,Loyal
CID9555667,306,1,387.0,1,4,3,143,Lost
CID9555795,136,1,0.0,3,4,1,341,Loyal
CID9555796,264,1,0.0,2,4,1,241,At Risk
CID9555811,87,1,0.0,4,4,1,441,Loyal
CID9555910,19,1,872.0,4,4,4,444,Champion
CID9555929,282,1,0.0,1,4,1,141,Lost
CID9555931,37,1,0.0,4,4,1,441,Loyal
CID9555938,316,1,628.0,1,4,4,144,Lost
CID9555945,346,1,60.0,1,4,2,142,Lost
CID9556058,4,1,367.0,4,4,3,443,Loyal
CID9556095,2,1,108.0,4,4,2,442,Loyal
CID9556148,182,1,0.0,3,4,1,341,Loyal
CID9556184,236,1,0.0,2,4,1,241,At Risk
CID9556231,38,1,378.0,4,4,3,443,Loyal
CID9556284,361,1,264.0,1,4,2,142,Lost
CID9556287,164,1,189.0,3,4,2,342,Loyal
CID9556417,351,1,417.0,1,4,3,143,Lost
CID9556426,180,1,0.0,3,4,1,341,Loyal
CID9556486,70,1,0.0,4,4,1,441,Loyal
CID9556540,337,1,0.0,1,4,1,141,Lost
CID9556575,184,1,384.0,2,4,3,243,At Risk
CID9556734,5,1,0.0,4,4,1,441,Loyal
CID9556744,277,1,0.0,1,4,1,141,Lost
CID9556979,295,1,519.0,1,4,3,143,Lost
CID9556981,270,1,480.0,2,4,3,243,At Risk
CID9557020,152,1,378.0,3,4,3,343,Loyal
CID9557108,182,1,892.0,3,4,4,344,Loyal
CID9557286,74,1,610.0,4,4,4,444,Champion
CID9557300,306,1,0.0,1,4,1,141,Lost
CID9557305,332,1,81.0,1,4,2,142,Lost
CID9557340,239,1,819.0,2,4,4,244,At Risk
CID9557427,55,1,0.0,4,4,1,441,Loyal
CID9557637,187,1,0.0,2,4,1,241,At Risk
CID9557681,215,1,757.0,2,4,4,244,At Risk
CID9557727,264,1,0.0,2,4,1,241,At Risk
CID9557730,180,1,391.0,3,4,3,343,Loyal
CID9557732,346,1,986.0,1,4,4,144,Lost
CID9557776,358,1,0.0,1,4,1,141,Lost
CID9557780,55,1,0.0,4,4,1,441,Loyal
CID9557980,0,1,0.0,4,4,1,441,Loyal
CID9557994,208,1,0.0,2,4,1,241,At Risk
CID9558023,143,1,421.0,3,4,3,343,Loyal
CID9558070,345,1,630.0,1,4,4,144,Lost
CID9558073,304,1,0.0,1,4,1,141,Lost
CID9558078,111,1,863.0,3,4,4,344,Loyal
CID9558111,217,1,187.0,2,4,2,242,At Risk
CID9558151,92,1,701.0,3,4,4,344,Loyal
CID9558165,225,1,575.0,2,4,4,244,At Risk
CID9558219,125,1,418.0,3,4,3,343,Loyal
CID9558236,153,1,0.0,3,4,1,341,Loyal
CID9558272,104,1,478.0,3,4,3,343,Loyal
CID9558274,95,1,0.0,3,4,1,341,Loyal
CID9558323,293,1,0.0,1,4,1,141,Lost
CID9558393,29,1,0.0,4,4,1,441,Loyal
CID9558412,250,1,314.0,2,4,3,243,At Risk
CID9558432,12,1,308.0,4,4,3,443,Loyal
CID9558433,79,1,534.0,4,4,3,443,Loyal
CID9558544,62,1,0.0,4,4,1,441,Loyal
CID9558569,217,1,428.0,2,4,3,243,At Risk
CID9558584,286,1,251.0,1,4,2,142,Lost
CID9558658,15,1,1288.0,4,4,4,444,Champion
CID9558676,248,1,460.0,2,4,3,243,At Risk
CID9558705,221,1,0.0,2,4,1,241,At Risk
CID9558721,195,1,624.0,2,4,4,244,At Risk
CID9558827,164,1,290.0,3,4,2,342,Loyal
CID9558908,42,1,0.0,4,4,1,441,Loyal
CID9559036,264,1,0.0,2,4,1,241,At Risk
CID9559211,189,1,0.0,2,4,1,241,At Risk
CID9559229,193,1,730.0,2,4,4,244,At Risk
CID9559232,344,1,544.0,1,4,3,143,Lost
CID9559236,260,1,397.0,2,4,3,243,At Risk
CID9559293,128,1,219.0,3,4,2,342,Loyal
CID9559378,35,1,0.0,4,4,1,441,Loyal
CID9559438,184,1,0.0,2,4,1,241,At Risk
CID9559439,274,1,203.0,1,4,2,142,Lost
CID9559503,254,1,105.0,2,4,2,242,At Risk
CID9559511,350,1,646.0,1,4,4,144,Lost
CID9559611,276,1,177.0,1,4,2,142,Lost
CID9559617,312,1,0.0,1,4,1,141,Lost
CID9559704,295,1,229.0,1,4,2,142,Lost
CID9559708,124,1,622.0,3,4,4,344,Loyal
CID9559733,97,1,219.0,3,4,2,342,Loyal
CID9559776,300,1,745.0,1,4,4,144,Lost
CID9559957,258,1,143.0,2,4,2,242,At Risk
CID9560147,49,1,813.0,4,4,4,444,Champion
CID9560155,293,1,0.0,1,4,1,141,Lost
CID9560333,96,1,200.0,3,4,2,342,Loyal
CID9560407,251,1,134.0,2,4,2,242,At Risk
CID9560411,179,1,1309.0,3,4,4,344,Loyal
CID9560489,194,1,0.0,2,4,1,241,At Risk
CID9560502,110,1,850.0,3,4,4,344,Loyal
CID9560506,123,1,512.0,3,4,3,343,Loyal
CID9560596,49,1,0.0,4,4,1,441,Loyal
CID9560633,310,1,0.0,1,4,1,141,Lost
CID9560664,237,1,0.0,2,4,1,241,At Risk
CID9560828,203,1,0.0,2,4,1,241,At Risk
CID9561042,66,1,255.0,4,4,2,442,Loyal
CID9561122,103,1,188.0,3,4,2,342,Loyal
CID9561304,152,1,657.0,3,4,4,344,Loyal
CID9561365,189,1,0.0,2,4,1,241,At Risk
CID9561394,52,1,876.0,4,4,4,444,Champion
CID9561400,167,1,155.0,3,4,2,342,Loyal
CID9561490,179,1,498.0,3,4,3,343,Loyal
CID9561498,100,1,585.0,3,4,4,344,Loyal
CID9561505,79,1,0.0,4,4,1,441,Loyal
CID9561519,23,1,135.0,4,4,2,442,Loyal
CID9561557,183,1,618.0,2,4,4,244,At Risk
CID9561562,331,1,682.0,1,4,4,144,Lost
CID9561565,168,1,0.0,3,4,1,341,Loyal
CID9561694,220,1,59.0,2,4,2,242,At Risk
CID9561725,240,1,743.0,2,4,4,244,At Risk
CID9561732,195,1,448.0,2,4,3,243,At Risk
CID9561817,357,1,152.0,1,4,2,142,Lost
CID9561850,352,1,98.0,1,4,2,142,Lost
CID9561876,285,1,121.0,1,4,2,142,Lost
CID9561890,156,1,0.0,3,4,1,341,Loyal
CID9561903,241,1,0.0,2,4,1,241,At Risk
CID9561942,290,1,467.0,1,4,3,143,Lost
CID9561975,118,1,435.0,3,4,3,343,Loyal
CID9562004,203,1,805.0,2,4,4,244,At Risk
CID9562082,190,1,127.0,2,4,2,242,At Risk
CID9562086,197,1,198.0,2,4,2,242,At Risk
CID9562136,86,1,645.0,4,4,4,444,Champion
CID9562141,188,1,0.0,2,4,1,241,At Risk
CID9562303,216,1,534.0,2,4,3,243,At Risk
CID9562348,5,1,982.0,4,4,4,444,Champion
CID9562443,233,1,898.0,2,4,4,244,At Risk
CID9562501,213,1,0.0,2,4,1,241,At Risk
CID9562549,131,1,341.0,3,4,3,343,Loyal
CID9562594,82,1,390.0,4,4,3,443,Loyal
CID9562734,59,1,710.0,4,4,4,444,Champion
CID9562817,136,1,0.0,3,4,1,341,Loyal
CID9562875,178,1,487.0,3,4,3,343,Loyal
CID9562881,285,1,0.0,1,4,1,141,Lost
CID9562934,356,1,289.0,1,4,2,142,Lost
CID9563036,348,1,0.0,1,4,1,141,Lost
CID9563039,80,1,0.0,4,4,1,441,Loyal
CID9563049,50,1,249.0,4,4,2,442,Loyal
CID9563188,302,1,183.0,1,4,2,142,Lost
CID9563258,217,1,261.0,2,4,2,242,At Risk
CID9563353,275,1,336.0,1,4,3,143,Lost
CID9563391,297,1,0.0,1,4,1,141,Lost
CID9563404,355,1,102.0,1,4,2,142,Lost
CID9563475,280,1,755.0,1,4,4,144,Lost
CID9563548,318,1,845.0,1,4,4,144,Lost
CID9563560,292,1,328.0,1,4,3,143,Lost
CID9563655,355,1,225.0,1,4,2,142,Lost
CID9563674,260,1,286.0,2,4,2,242,At Risk
CID9563725,123,1,235.0,3,4,2,342,Loyal
CID9563816,288,1,0.0,1,4,1,141,Lost
CID9563830,340,1,0.0,1,4,1,141,Lost
CID9563850,16,1,0.0,4,4,1,441,Loyal
CID9563857,15,1,515.0,4,4,3,443,Loyal
CID9564001,80,1,228.0,4,4,2,442,Loyal
CID9564121,91,1,852.0,3,4,4,344,Loyal
CID9564130,105,1,91.0,3,4,2,342,Loyal
CID9564131,0,1,176.0,4,4,2,442,Loyal
CID9564185,103,1,0.0,3,4,1,341,Loyal
CID9564289,130,1,0.0,3,4,1,341,Loyal
CID9564298,234,1,51.0,2,4,2,242,At Risk
CID9564522,320,1,150.0,1,4,2,142,Lost
CID9564562,145,1,181.0,3,4,2,342,Loyal
CID9564577,49,2,384.0,4,4,3,443,Loyal
CID9564749,341,1,0.0,1,4,1,141,Lost
CID9564860,261,1,0.0,2,4,1,241,At Risk
CID9564882,156,1,0.0,3,4,1,341,Loyal
CID9564883,229,1,603.0,2,4,4,244,At Risk
CID9564906,207,1,52.0,2,4,2,242,At Risk
CID9564993,169,1,479.0,3,4,3,343,Loyal
CID9565108,178,1,0.0,3,4,1,341,Loyal
CID9565117,56,1,315.0,4,4,3,443,Loyal
CID9565173,74,1,378.0,4,4,3,443,Loyal
CID9565175,157,1,0.0,3,4,1,341,Loyal
CID9565266,278,1,660.0,1,4,4,144,Lost
CID9565332,117,1,79.0,3,4,2,342,Loyal
CID9565561,146,1,604.0,3,4,4,344,Loyal
CID9565800,337,1,1123.0,1,4,4,144,Lost
CID9565856,59,1,639.0,4,4,4,444,Champion
CID9565884,227,1,0.0,2,4,1,241,At Risk
CID9565944,173,1,0.0,3,4,1,341,Loyal
CID9565990,183,1,0.0,2,4,1,241,At Risk
CID9566063,291,1,673.0,1,4,4,144,Lost
CID9566142,337,1,572.0,1,4,4,144,Lost
CID9566318,255,1,422.0,2,4,3,243,At Risk
CID9566379,109,1,432.0,3,4,3,343,Loyal
CID9566432,118,1,0.0,3,4,1,341,Loyal
CID9566519,76,1,0.0,4,4,1,441,Loyal
CID9566566,356,1,611.0,1,4,4,144,Lost
CID9566590,125,1,0.0,3,4,1,341,Loyal
CID9566607,341,1,309.0,1,4,3,143,Lost
CID9566740,278,1,0.0,1,4,1,141,Lost
CID9566814,105,1,977.0,3,4,4,344,Loyal
CID9566827,288,1,430.0,1,4,3,143,Lost
CID9566955,68,1,0.0,4,4,1,441,Loyal
CID9567033,180,1,479.0,3,4,3,343,Loyal
CID9567050,42,1,0.0,4,4,1,441,Loyal
CID9567107,288,1,632.0,1,4,4,144,Lost
CID9567203,324,1,650.0,1,4,4,144,Lost
CID9567212,350,1,489.0,1,4,3,143,Lost
CID9567213,92,1,1408.0,3,4,4,344,Loyal
CID9567234,126,1,356.0,3,4,3,343,Loyal
CID9567299,287,1,373.0,1,4,3,143,Lost
CID9567322,345,1,0.0,1,4,1,141,Lost
CID9567359,180,1,0.0,3,4,1,341,Loyal
CID9567386,201,1,487.0,2,4,3,243,At Risk
CID9567417,207,1,314.0,2,4,3,243,At Risk
CID9567474,141,1,0.0,3,4,1,341,Loyal
CID9567483,207,1,422.0,2,4,3,243,At Risk
CID9567517,358,1,1348.0,1,4,4,144,Lost
CID9567708,62,1,1965.0,4,4,4,444,Champion
CID9567738,273,1,456.0,2,4,3,243,At Risk
CID9567798,184,1,0.0,2,4,1,241,At Risk
CID9567855,162,1,355.0,3,4,3,343,Loyal
CID9568113,132,1,0.0,3,4,1,341,Loyal
CID9568124,133,1,0.0,3,4,1,341,Loyal
CID9568175,254,1,817.0,2,4,4,244,At Risk
CID9568226,305,1,362.0,1,4,3,143,Lost
CID9568234,75,1,0.0,4,4,1,441,Loyal
CID9568335,281,1,1507.0,1,4,4,144,Lost
CID9568404,86,1,0.0,4,4,1,441,Loyal
CID9568408,228,1,135.0,2,4,2,242,At Risk
CID9568681,13,1,526.0,4,4,3,443,Loyal
CID9568773,220,1,798.0,2,4,4,244,At Risk
CID9568959,209,1,0.0,2,4,1,241,At Risk
CID9568991,185,1,250.0,2,4,2,242,At Risk
CID9569025,278,1,0.0,1,4,1,141,Lost
CID9569030,1,1,0.0,4,4,1,441,Loyal
CID9569080,257,1,424.0,2,4,3,243,At Risk
CID9569098,59,1,0.0,4,4,1,441,Loyal
CID9569168,112,1,0.0,3,4,1,341,Loyal
CID9569209,352,1,0.0,1,4,1,141,Lost
CID9569257,248,1,0.0,2,4,1,241,At Risk
CID9569440,356,1,636.0,1,4,4,144,Lost
CID9569452,228,1,0.0,2,4,1,241,At Risk
CID9569461,27,1,271.0,4,4,2,442,Loyal
CID9569469,280,1,533.0,1,4,3,143,Lost
CID9569557,328,1,152.0,1,4,2,142,Lost
CID9569577,291,1,490.0,1,4,3,143,Lost
CID9569656,289,1,0.0,1,4,1,141,Lost
CID9569692,335,1,323.0,1,4,3,143,Lost
